what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486153975772
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486153976552
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486153984464
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486153985334
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154002038
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154005639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154014491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154015140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154015622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154016258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154016707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154020374
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154042451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486154046125
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154046603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486154053977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486154079277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486154085522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486154085899
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486154089670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154091753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154092152
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154104471
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154104557
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154104570
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154107212
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154113231
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154118505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154132760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154162822
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154164460
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154174765
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486154176380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154182615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154182922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154184982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154186126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154186413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154187115
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154188773
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154195174
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154195188
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154197860
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154199165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486154202750
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154203453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486154205143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486154205528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486154206773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486154207099
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486154208564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154210939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154211324
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154216791
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154217693
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154217705
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154219649
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154237854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486154240681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486154241254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486154242075
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486154247283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154249319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154249697
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154253844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154279257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154311382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154314160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154314717
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154317896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154320637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154365618
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154375590
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154376688
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154377772
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154384352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486154393686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486154395691
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154396886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486154398527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486154409744
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154412371
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154434591
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154434622
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154434633
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154438286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154440109
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154444751
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154445642
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154446833
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486154452395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154455135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154457981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154458009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154458780
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154462882
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154464390
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154465105
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154465651
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154466876
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154472646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486154485387
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154496718
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154504507
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154506217
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154507051
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486154509216
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486154546972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154549546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154549826
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486154553234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154560663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154821912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486154823181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155345028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155345645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155346412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155347295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155358498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155359465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155361899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155362315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155363533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155365134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486155497692
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486155500720
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486155516834
